vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
ev_1250,1,1,466.0,15:46,679.4232587369625,19:19,475.316226,0
ev_1250,2,2,146.0,10:26,334.8096920433454,13:35,463.448371,0
ev_1250,3,3,146.0,10:26,334.8096920433454,13:35,463.678754,0
ev_1250,4,4,300.0,13:00,474.6420105958823,15:55,497.118338,0
ev_1250,5,5,300.0,13:00,474.6420105958823,15:55,497.093953,0
ev_1250,6,6,300.0,13:00,474.6420105958823,15:55,497.105083,0
ev_1250,7,7,647.0,18:47,795.1079507418035,21:15,476.67185,1
ev_1250,8,8,630.0,18:30,804.615348815918,21:25,495.67368,1
ev_1250,9,9,300.0,13:00,645.9850791404024,18:46,551.849174,0
ev_1250,10,10,103.0,09:43,353.6185399275273,13:54,497.879508,0
ev_1250,11,11,462.0,15:42,668.2724740158301,19:08,472.578802,0
ev_1250,12,12,382.0,14:22,705.3550293128937,19:45,539.37169,0
ev_1250,13,13,127.0,10:07,357.98588897893205,13:58,489.152301,0
ev_1250,14,14,289.0,12:49,507.2263198767323,16:27,513.543556,0
ev_1250,15,15,289.0,12:49,507.2263198767323,16:27,513.540153,0
ev_3000,1,16,107.0,09:47,306.73650413961184,13:07,456.825216,0
ev_3000,2,17,115.0,09:55,400.2955592477229,14:40,522.160895,0
ev_3000,3,18,146.0,10:26,801.6413803100586,21:22,648.829454,1
ev_3000,4,19,208.0,11:28,600.3151326692031,18:00,519.560776,0
ev_3000,5,20,300.0,13:00,493.6888465881348,16:14,494.899106,0
ev_3000,6,21,154.0,10:34,323.4256496105809,13:23,451.784587,0
ev_3000,7,22,154.0,10:34,323.4256496105809,13:23,451.330781,0
ev_3000,8,23,154.0,10:34,323.4256496105809,13:23,451.783846,0
ev_3000,9,24,154.0,10:34,323.4256496105809,13:23,451.784712,0
ev_3000,10,25,371.0,14:11,728.5809378541378,20:09,556.858129,0
fuel_1500,1,26,682.0,19:22,792.4068814637722,21:12,596.866758,1
