route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,coupled_candidate_score,archive_support_count,pheromone_support_score,candidate_family,pool_pass,roles,selected_in_pass1,selected_in_pass2,selected_in_pass3,selected_in_final,selected_in_cost_best,selected_in_balanced_best
ev_1250|0,ev_1250,0,1,451.165441,828.636086,1,377.470645,1,0,0,0,0,0,0,0.0,377.470645,383.015823,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|0,13",ev_1250,"0,13",2,542.482855,1456.338296,2,913.855441,0,0,0,0,0,0,0,56.0,921.675057,927.220234,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|0,17",ev_1250,"0,17",2,474.485574,1449.741701,2,975.256127,0,0,0,0,0,0,0,0.0,973.417684,978.962861,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|0,61",ev_1250,"0,61",2,481.565959,1621.603304,2,1140.037345,0,0,0,0,0,0,0,0.0,1138.735814,1144.280991,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|1,ev_1250,1,1,495.206953,929.343459,1,434.136506,1,0,0,0,0,0,0,0.0,434.136506,439.681683,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|1,3",ev_1250,"1,3",2,565.464065,1597.133784,2,1031.669719,0,0,0,0,0,0,0,0.0,1030.562535,1036.107713,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|1,48",ev_1250,"1,48",2,535.662934,1482.157938,2,946.495004,0,0,0,0,0,0,0,48.0,956.335583,961.88076,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|1,61",ev_1250,"1,61",2,574.705707,1722.310677,2,1147.604969,0,0,0,0,0,0,0,0.0,1147.040391,1152.585568,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|1,69",ev_1250,"1,69",2,520.775256,929.343459,1,408.568203,0,0,0,0,0,0,0,0.0,407.167439,412.712617,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|104,ev_1250,104,1,462.52701,625.419278,1,162.892268,1,0,0,0,0,0,0,0.0,162.892268,168.482969,0,1.011413,support,base,singleton,0,0,0,0,0,0
ev_1250|105,ev_1250,105,1,460.719986,619.112195,1,158.392208,1,0,0,0,0,0,0,0.0,158.392208,163.98291,0,1.011413,support,base,singleton,0,0,0,0,0,0
