route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,big_flexible_route_flag,big_flexible_unit_count,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,bad_big_flexible_route_flag,bad_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,candidate_family,pool_pass,roles,saving_vs_pass1_singletons,selected_in_baseline,selected_in_global_pass1,selected_in_global_pass2,selected_in_global_pass3,selected_in_global
ev_1250|0,ev_1250,0,1,451.307168,827.246499,1,375.939332,1,0,0,0,0,0,0,0,0,0,0,0.0,375.939332,support,base,singleton,,0,0,0,0,0
"ev_1250|0,13",ev_1250,"0,13",2,537.779748,1443.566259,2,905.786511,0,0,0,0,0,0,0,0,0,0,0,56.0,913.606127,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|0,17",ev_1250,"0,17",2,474.750423,1514.857591,2,1040.107168,0,0,0,0,0,0,0,0,0,0,0,0.0,1038.268725,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|0,61",ev_1250,"0,61",2,482.184962,1620.771468,2,1138.586506,0,0,0,0,0,0,0,0,0,0,0,0.0,1137.284975,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|1,ev_1250,1,1,495.472552,932.056423,1,436.58387,1,0,0,0,0,0,0,0,0,0,0,0.0,436.58387,support,base,singleton,,0,0,0,0,0
"ev_1250|1,3",ev_1250,"1,3",2,566.323728,1437.949742,2,871.626014,0,0,0,0,0,0,0,0,0,0,0,0.0,870.518831,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,48",ev_1250,"1,48",2,536.148066,1483.997422,2,947.849356,0,0,0,0,0,0,0,0,0,0,0,48.0,957.689934,flex_small,base,"cluster_flex_small,flex_small",499.11521,0,0,0,0,0
"ev_1250|1,49",ev_1250,"1,49",2,499.550377,1710.177981,2,1210.627604,0,0,0,0,0,0,0,0,0,0,0,38.0,1218.928272,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,61",ev_1250,"1,61",2,575.227395,1725.581391,2,1150.353996,0,0,0,0,0,0,0,0,0,0,0,0.0,1149.789418,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,69",ev_1250,"1,69",2,521.944692,932.056423,1,410.111731,0,0,0,0,0,0,0,0,0,0,0,0.0,408.710967,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|3,ev_1250,3,1,463.121402,505.89332,1,42.771918,1,0,0,0,0,0,0,0,0,0,0,0.0,42.771918,support,base,singleton,,0,0,0,0,0
