route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,big_flexible_route_flag,big_flexible_unit_count,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,bad_big_flexible_route_flag,bad_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,candidate_family,pool_pass,roles,saving_vs_pass1_singletons,selected_in_baseline,selected_in_global_pass1,selected_in_global_pass2,selected_in_global_pass3,selected_in_global
ev_1250|0,ev_1250,0,1,451.123735,832.743072,1,381.619336,1,0,0,0,0,0,0,0,0,0,0,0.0,381.619336,support,base,singleton,,0,0,0,0,0
"ev_1250|0,13",ev_1250,"0,13",2,545.57029,1467.391061,2,921.820771,0,0,0,0,0,0,0,0,0,0,0,56.0,929.640387,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|0,17",ev_1250,"0,17",2,474.410289,1454.581493,2,980.171204,0,0,0,0,0,0,0,0,0,0,0,0.0,978.332761,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|0,61",ev_1250,"0,61",2,481.305813,1625.854753,2,1144.548939,0,0,0,0,0,0,0,0,0,0,0,0.0,1143.247409,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|1,ev_1250,1,1,495.139583,928.222894,1,433.083312,1,0,0,0,0,0,0,0,0,0,0,0.0,433.083312,support,base,singleton,,0,0,0,0,0
"ev_1250|1,3",ev_1250,"1,3",2,565.061829,1433.799079,2,868.73725,0,0,0,0,0,0,0,0,0,0,0,0.0,867.630066,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,48",ev_1250,"1,48",2,535.486723,1479.353789,2,943.867065,0,0,0,0,0,0,0,0,0,0,0,48.0,953.707644,flex_small,base,"cluster_flex_small,flex_small",498.830569,0,0,0,0,0
"ev_1250|1,61",ev_1250,"1,61",2,574.480438,1721.334576,2,1146.854137,0,0,0,0,0,0,0,0,0,0,0,0.0,1146.289559,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,69",ev_1250,"1,69",2,520.207079,928.222894,1,408.015815,0,0,0,0,0,0,0,0,0,0,0,0.0,406.615052,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|3,ev_1250,3,1,462.919792,505.576184,1,42.656392,1,0,0,0,0,0,0,0,0,0,0,0.0,42.656392,support,base,singleton,,0,0,0,0,0
"ev_1250|3,9",ev_1250,"3,9",2,577.829182,1489.507692,2,911.678509,0,0,0,0,0,0,0,0,0,0,0,58.0,921.514156,flex_small,base,cluster_flex_small,448.453694,0,0,0,0,0
"ev_1250|3,50",ev_1250,"3,50",2,531.434793,1517.857217,2,986.422424,0,0,0,0,0,0,0,0,0,0,0,58.0,997.438636,flex_small,base,"cluster_flex_small,flex_small",471.039982,0,0,0,0,0
"ev_1250|3,50,9",ev_1250,"3,50,9",3,611.851407,2501.788724,3,1889.937317,0,0,0,0,0,0,0,0,0,0,0,62.0,1901.8992,flex_small,base,cluster_flex_small,957.396893,0,0,0,0,0
"ev_1250|3,165",ev_1250,"3,165",2,505.576184,505.576184,1,0.0,0,0,0,0,0,0,0,0,0,0,0,58.0,12.098287,flex_small,base,"current,flex_small,seed",,0,1,0,0,0
"ev_1250|3,165,9",ev_1250,"3,165,9",3,597.064221,1489.507692,2,892.443471,0,0,0,0,0,0,0,0,0,0,0,61.666667,904.676642,flex_small,base,cluster_flex_small,931.007282,0,0,0,0,0
"ev_1250|3,165,9,50",ev_1250,"3,165,9,50",4,671.415014,2501.788724,3,1830.373711,0,0,0,0,0,0,0,0,0,0,0,65.833333,1843.656212,flex_small,base,cluster_flex_small,1399.621913,0,0,1,0,1
ev_1250|7,ev_1250,7,1,459.46803,631.576232,1,172.108201,1,0,0,0,0,0,0,0,0,0,0,0.0,172.108201,support,base,singleton,,0,0,0,0,0
ev_1250|8,ev_1250,8,1,459.933382,684.277203,1,224.343821,1,0,0,0,0,0,0,0,0,0,0,0.0,224.343821,support,base,singleton,,0,0,0,0,0
"ev_1250|8,14",ev_1250,"8,14",2,458.522069,1296.139733,2,837.617664,0,0,0,0,0,0,0,0,0,0,0,0.0,835.66412,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|8,19",ev_1250,"8,19",2,510.015471,1310.846709,2,800.831238,0,0,0,0,0,0,0,0,0,0,0,76.0,816.748694,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|8,39",ev_1250,"8,39",2,469.936893,1481.237256,2,1011.300363,0,0,0,0,0,0,0,0,0,0,0,35.0,1017.885171,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|8,41",ev_1250,"8,41",2,463.816973,1208.375039,2,744.558065,0,0,0,0,0,0,0,0,0,0,0,37.0,750.503582,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|8,49",ev_1250,"8,49",2,519.669443,1230.10045,2,710.431007,0,0,0,0,0,0,0,0,0,0,0,0.0,708.943348,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|8,69",ev_1250,"8,69",2,589.664,1612.500097,2,1022.836097,0,0,0,0,0,0,0,0,0,0,0,0.0,1022.158865,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|9,ev_1250,9,1,566.90131,983.931507,1,417.030197,1,0,0,0,0,0,0,0,0,0,0,0.0,417.030197,support,base,singleton,,0,0,0,0,0
"ev_1250|9,67",ev_1250,"9,67",2,590.792522,1736.53795,2,1145.745428,0,0,0,0,0,0,0,0,0,0,0,61.0,1156.042191,flex_small,base,"cluster_flex_small,flex_small",460.458373,0,0,0,0,0
ev_1250|12,ev_1250,12,1,505.699196,538.842779,1,33.143583,1,0,0,0,0,0,0,0,0,0,0,0.0,33.143583,support,base,singleton,,0,0,0,0,0
"ev_1250|12,9",ev_1250,"12,9",2,562.962381,1522.774286,2,959.811905,0,0,0,0,0,0,0,0,0,0,0,0.0,957.140874,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|12,44",ev_1250,"12,44",2,496.825386,1534.098968,2,1037.273583,0,0,0,0,0,0,0,0,0,0,0,32.0,1044.71526,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|13,ev_1250,13,1,475.274734,634.64799,1,159.373255,1,0,0,0,0,0,0,0,0,0,0,0.0,159.373255,support,base,singleton,,0,0,0,0,0
"ev_1250|13,50",ev_1250,"13,50",2,581.044039,1646.929022,2,1065.884984,0,0,0,0,0,0,0,0,0,0,0,0.0,1055.776858,flex_small,base,cluster_flex_small,432.407729,0,0,0,0,0
ev_1250|14,ev_1250,14,1,423.235454,611.86253,1,188.627076,1,0,0,0,0,0,0,0,0,0,0,0.0,188.627076,support,base,singleton,,0,0,0,0,0
"ev_1250|14,7",ev_1250,"14,7",2,460.859816,1243.438762,2,782.578946,0,0,0,0,0,0,0,0,0,0,0,52.0,793.57924,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|15,ev_1250,15,1,527.427859,866.886649,1,339.45879,1,0,0,0,0,0,0,0,0,0,0,0.0,339.45879,support,base,singleton,,0,0,0,0,0
"ev_1250|15,44",ev_1250,"15,44",2,549.73137,1862.142839,2,1312.411469,0,0,0,0,0,0,0,0,0,0,0,0.0,1311.398837,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|15,46",ev_1250,"15,46",2,532.340082,866.886649,1,334.546566,0,0,0,0,0,0,0,0,0,0,0,66.0,349.874486,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|16,ev_1250,16,1,482.52496,995.25619,1,512.73123,1,0,0,0,0,0,0,0,0,0,0,0.0,512.73123,support,base,singleton,,0,0,0,0,0
"ev_1250|16,40",ev_1250,"16,40",2,532.503899,1592.187798,2,1059.683898,0,0,0,0,0,0,0,0,0,0,0,53.0,1070.367995,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|16,93",ev_1250,"16,93",2,558.019351,1862.142839,2,1304.123488,0,0,0,0,0,0,0,0,0,0,0,59.0,1315.830745,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|17,ev_1250,17,1,468.434435,621.838421,1,153.403987,1,0,0,0,0,0,0,0,0,0,0,0.0,153.403987,support,base,singleton,,0,0,0,0,0
ev_1250|19,ev_1250,19,1,487.447203,626.569506,1,139.122303,1,0,0,0,0,0,0,0,0,0,0,0.0,139.122303,support,base,singleton,,0,0,0,0,0
"ev_1250|19,38",ev_1250,"19,38",2,529.935019,1119.901979,2,589.96696,0,0,0,0,0,0,0,0,0,0,0,52.0,599.03221,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|19,39",ev_1250,"19,39",2,485.98326,1423.52956,2,937.5463,0,0,0,0,0,0,0,0,0,0,0,37.0,944.887446,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|19,41",ev_1250,"19,41",2,536.855113,1150.667342,2,613.81223,0,0,0,0,0,0,0,0,0,0,0,39.0,618.872722,flex_small,base,"cluster_flex_small,flex_small",367.110799,0,0,0,0,0
ev_1250|33,ev_1250,33,1,472.432565,769.435418,1,297.002853,1,0,0,0,0,0,0,0,0,0,0,0.0,297.002853,support,base,singleton,,0,0,0,0,0
ev_1250|36,ev_1250,36,1,413.598653,524.097836,1,110.499183,1,0,0,0,0,0,0,0,0,0,0,0.0,110.499183,support,base,singleton,,0,0,0,0,0
"ev_1250|36,43",ev_1250,"36,43",2,600.320224,1398.279752,2,797.959528,0,0,0,0,0,0,0,0,0,0,0,53.0,801.037518,flex_small,base,"cluster_flex_small,flex_small",306.00139,0,0,0,0,0
"ev_1250|36,48,43",ev_1250,"36,48,43",3,871.723897,1949.410647,3,1077.68675,0,0,0,0,0,0,0,0,0,0,0,38.333333,1077.718666,flex_small,base,cluster_flex_small,575.543575,0,0,0,0,0
"ev_1250|36,49",ev_1250,"36,49",2,515.777703,1069.921083,2,554.143381,0,0,0,0,0,0,0,0,0,0,0,55.0,561.26881,flex_small,base,"cluster_flex_small,flex_small",380.532561,0,0,0,0,0
"ev_1250|36,49,48",ev_1250,"36,49,48",3,626.185791,1621.051978,3,994.866186,0,0,0,0,0,0,0,0,0,0,0,39.666667,998.240566,flex_small,base,cluster_flex_small,811.070331,0,0,0,0,0
ev_1250|38,ev_1250,38,1,449.593949,493.332473,1,43.738524,1,0,0,0,0,0,0,0,0,0,0,0.0,43.738524,support,base,singleton,,0,0,0,0,0
"ev_1250|38,7",ev_1250,"38,7",2,474.632195,1124.908704,2,650.276509,0,0,0,0,0,0,0,0,0,0,0,0.0,648.096696,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,8",ev_1250,"38,8",2,463.937268,1177.609676,2,713.672408,0,0,0,0,0,0,0,0,0,0,0,50.0,725.188432,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,8,39",ev_1250,"38,8,39",3,473.525693,1974.569729,3,1501.044036,0,0,0,0,0,0,0,0,0,0,0,47.0,1510.426195,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,39",ev_1250,"38,39",2,478.960396,1290.292526,2,811.332131,0,0,0,0,0,0,0,0,0,0,0,56.0,821.377774,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,39,41",ev_1250,"38,39,41",3,614.467748,1814.390362,3,1199.922614,0,0,0,0,0,0,0,0,0,0,0,62.333333,1211.443286,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,39,49",ev_1250,"38,39,49",3,532.070139,1836.115773,3,1304.045635,0,0,0,0,0,0,0,0,0,0,0,18.666667,1305.939067,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,41",ev_1250,"38,41",2,466.37741,1017.430309,2,551.052898,0,0,0,0,0,0,0,0,0,0,0,58.0,561.616524,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,41,49",ev_1250,"38,41,49",3,528.822466,1563.253556,3,1034.43109,0,0,0,0,0,0,0,0,0,0,0,19.333333,1036.468431,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|38,49",ev_1250,"38,49",2,514.949231,1039.15572,2,524.206489,0,0,0,0,0,0,0,0,0,0,0,0.0,523.900422,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|39,ev_1250,39,1,439.517948,796.960053,1,357.442105,1,0,0,0,0,0,0,0,0,0,0,0.0,357.442105,support,base,singleton,,0,0,0,0,0
"ev_1250|39,14",ev_1250,"39,14",2,440.2128,1408.822584,2,968.609784,0,0,0,0,0,0,0,0,0,0,0,3.0,968.512688,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|40,ev_1250,40,1,528.57424,596.931608,1,68.357368,1,0,0,0,0,0,0,0,0,0,0,0.0,68.357368,support,base,singleton,,0,0,0,0,0
"ev_1250|40,14",ev_1250,"40,14",2,550.974171,1208.794138,2,657.819967,0,0,0,0,0,0,0,0,0,0,0,70.0,670.448412,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|40,15",ev_1250,"40,15",2,538.984188,1463.818257,2,924.834069,0,0,0,0,0,0,0,0,0,0,0,0.0,924.120909,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|40,15,46",ev_1250,"40,15,46",3,544.098975,1463.818257,2,919.719282,0,0,0,0,0,0,0,0,0,0,0,22.0,924.145961,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|40,44",ev_1250,"40,44",2,581.341909,1592.187798,2,1010.845889,0,0,0,0,0,0,0,0,0,0,0,0.0,1010.349344,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|40,46",ev_1250,"40,46",2,531.911247,1463.818257,2,931.90701,0,0,0,0,0,0,0,0,0,0,0,0.0,930.572288,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|40,46,44",ev_1250,"40,46,44",3,582.017548,2459.074446,3,1877.056899,0,0,0,0,0,0,0,0,0,0,0,0.0,1876.1195,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|41,ev_1250,41,1,420.371514,524.097836,1,103.726322,1,0,0,0,0,0,0,0,0,0,0,0.0,103.726322,support,base,singleton,,0,0,0,0,0
"ev_1250|41,36",ev_1250,"41,36",2,448.4782,524.097836,1,75.619636,0,0,0,0,0,0,0,0,0,0,0,0.0,74.562094,flex_small,base,flex_small,,0,0,0,0,0
