route_id,vehicle_type,power_type,vehicle_instance,unit_sequence,customer_sequence,unit_type_sequence,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,startup_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_wait_min,total_late_min,fuel_l,electricity_kwh,reference_fuel_l,reference_electricity_kwh,route_distance_km,after_hours_travel_km,after_hours_service_count,after_hours_return_flag,late_positive_stop_count,max_late_min,load_used_kg,load_used_m3,weight_utilization,volume_utilization
1,ev_1250,ev,1,"49,48,174",0->97->95->75->0,normal->normal->mandatory_split,194,11:14,650.9,18:51,552.814479,400.0,127.497645,25.316834,0.0,0.0,0.0,0.0,0.0,77.742467,59.69746,77.742467,190.865871,0.0,0,0,0,0.0,1142.0705,3.71071,0.913656,0.436554
2,ev_1250,ev,2,62,0->10->0,mandatory_split,647,18:47,795.1,21:15,476.67185,400.0,63.969595,12.702255,0.0,0.0,0.0,0.0,0.0,39.005851,29.370771,39.005851,98.277298,13.924494,0,1,0,0.0,1246.3786,5.46714,0.997103,0.643193
3,ev_1250,ev,3,68,0->28->0,mandatory_split,630,18:30,804.6,21:25,495.67368,400.0,79.823384,15.850296,0.0,0.0,0.0,0.0,0.0,48.672795,36.592266,48.672795,122.603813,22.687148,0,1,0,0.0,1246.3795,3.16196,0.997104,0.371995
4,ev_1250,ev,4,74,0->39->0,mandatory_split,300,13:00,646.0,18:46,551.849174,400.0,126.692262,25.156912,0.0,0.0,0.0,0.0,0.0,77.25138,58.630461,77.25138,194.169357,0.0,0,0,0,0.0,1245.3641,2.86177,0.996291,0.336679
5,ev_1250,ev,5,78,0->42->0,mandatory_split,103,09:43,353.6,13:54,497.879508,400.0,81.663772,16.215736,0.0,0.0,0.0,0.0,0.0,49.794983,38.043315,49.794983,125.136368,0.0,0,0,0,0.0,1243.2998,2.40594,0.99464,0.283052
6,ev_1250,ev,6,86,0->44->0,mandatory_split,462,15:42,668.3,19:08,472.578802,400.0,60.554643,12.024158,0.0,0.0,0.0,0.0,0.0,36.923563,28.370462,36.923563,92.727798,0.0,0,0,0,0.0,1248.3566,2.90366,0.998685,0.341607
7,ev_1250,ev,7,87,0->44->0,mandatory_split,462,15:42,668.3,19:08,472.578177,400.0,60.554122,12.024055,0.0,0.0,0.0,0.0,0.0,36.923245,28.370219,36.923245,92.727798,0.0,0,0,0,0.0,1248.284,2.84909,0.998627,0.335187
8,ev_1250,ev,8,88,0->44->0,mandatory_split,462,15:42,668.3,19:08,472.577601,400.0,60.553642,12.023959,0.0,0.0,0.0,0.0,0.0,36.922952,28.369994,36.922952,92.727798,0.0,0,0,0,0.0,1248.217,3.17884,0.998574,0.373981
9,ev_1250,ev,9,107,0->52->0,mandatory_split,382,14:22,705.4,19:45,539.37169,400.0,116.281928,23.089762,0.0,0.0,0.0,0.0,0.0,70.903614,53.958318,70.903614,178.175552,0.0,0,0,0,0.0,1247.9146,2.84981,0.998332,0.335272
10,ev_1250,ev,10,141,0->61->0,mandatory_split,127,10:07,358.0,13:58,489.152301,400.0,74.382405,14.769896,0.0,0.0,0.0,0.0,0.0,45.355125,34.781094,45.355125,113.846992,0.0,0,0,0,0.0,1249.7546,3.981786,0.999804,0.468445
