route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,big_flexible_route_flag,big_flexible_unit_count,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,bad_big_flexible_route_flag,bad_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,candidate_family,pool_pass,roles,saving_vs_pass1_singletons,selected_in_baseline,selected_in_global_pass1,selected_in_global_pass2,selected_in_global_pass3,selected_in_global
ev_1250|0,ev_1250,0,1,451.226237,826.60665,1,375.380413,1,0,0,0,0,0,0,0,0,0,0,0.0,375.380413,support,base,singleton,,0,0,0,0,0
"ev_1250|0,13",ev_1250,"0,13",2,539.903905,1448.136118,2,908.232213,0,0,0,0,0,0,0,0,0,0,0,56.0,916.05183,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|0,17",ev_1250,"0,17",2,474.615919,1514.286151,2,1039.670231,0,0,0,0,0,0,0,0,0,0,0,0.0,1037.831788,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|0,61",ev_1250,"0,61",2,481.825994,1619.711629,2,1137.885635,0,0,0,0,0,0,0,0,0,0,0,0.0,1136.584104,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|1,ev_1250,1,1,495.318199,930.825091,1,435.506891,1,0,0,0,0,0,0,0,0,0,0,0.0,435.506891,support,base,singleton,,0,0,0,0,0
"ev_1250|1,3",ev_1250,"1,3",2,566.075716,1436.591283,2,870.515567,0,0,0,0,0,0,0,0,0,0,0,0.0,869.408383,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,48",ev_1250,"1,48",2,535.884459,1482.443073,2,946.558614,0,0,0,0,0,0,0,0,0,0,0,48.0,956.399192,flex_small,base,"cluster_flex_small,flex_small",498.995537,0,0,0,0,0
"ev_1250|1,61",ev_1250,"1,61",2,575.146159,1723.930069,2,1148.78391,0,0,0,0,0,0,0,0,0,0,0,0.0,1148.219331,flex_small,base,flex_small,,0,0,0,0,0
"ev_1250|1,69",ev_1250,"1,69",2,521.545482,930.825091,1,409.279608,0,0,0,0,0,0,0,0,0,0,0,0.0,407.878845,flex_small,base,flex_small,,0,0,0,0,0
ev_1250|3,ev_1250,3,1,463.061315,505.766192,1,42.704877,1,0,0,0,0,0,0,0,0,0,0,0.0,42.704877,support,base,singleton,,0,0,0,0,0
"ev_1250|3,9",ev_1250,"3,9",2,572.944947,1488.611716,2,915.666769,0,0,0,0,0,0,0,0,0,0,0,58.0,925.502416,flex_small,base,cluster_flex_small,453.582149,0,0,0,0,0
"ev_1250|3,50",ev_1250,"3,50",2,529.45157,1516.075369,2,986.623798,0,0,0,0,0,0,0,0,0,0,0,58.0,997.64001,flex_small,base,"cluster_flex_small,flex_small",473.272006,0,0,0,0,0
"ev_1250|3,50,9",ev_1250,"3,50,9",3,605.692995,2498.920892,3,1893.227897,0,0,0,0,0,0,0,0,0,0,0,62.0,1905.18978,flex_small,base,cluster_flex_small,963.915855,0,0,0,0,0
"ev_1250|3,165",ev_1250,"3,165",2,505.766192,505.766192,1,0.0,0,0,0,0,0,0,0,0,0,0,0,58.0,12.098287,flex_small,base,"current,flex_small,seed",,0,1,0,0,0
"ev_1250|3,165,9",ev_1250,"3,165,9",3,594.227305,1488.611716,2,894.384411,0,0,0,0,0,0,0,0,0,0,0,61.666667,906.617583,flex_small,base,cluster_flex_small,934.276995,0,0,0,0,0
ev_1250|7,ev_1250,7,1,459.562583,631.107859,1,171.545276,1,0,0,0,0,0,0,0,0,0,0,0.0,171.545276,support,base,singleton,,0,0,0,0,0
