feature_type,left_unit_id,right_unit_id,vehicle_family,tau
edge,27,168.0,big,0.6506910490481665
edge,56,6.0,big,0.6506910490481665
start,55,,small,0.6506910490481665
start,56,,big,0.6506910490481665
edge,48,118.0,big,0.6391624002332305
edge,49,177.0,small,0.6391624002332305
edge,77,48.0,big,0.6391624002332305
edge,18,95.0,big,0.6181608723913807
start,49,,small,0.6181608723913807
edge,36,44.0,big,0.6132498756127607
edge,44,30.0,big,0.6132498756127607
edge,13,66.0,big,0.6064454084799996
edge,46,15.0,big,0.6064454084799996
edge,97,143.0,big,0.6064454084799996
start,13,,big,0.6064454084799996
start,144,,small,0.6064454084799996
edge,48,177.0,small,0.5931234721581501
edge,49,48.0,small,0.5931234721581501
edge,4,14.0,big,0.5883126451662151
edge,5,35.0,big,0.5883126451662151
edge,7,1.0,big,0.5883126451662151
edge,12,119.0,small,0.5883126451662151
edge,15,176.0,big,0.5883126451662151
edge,19,39.0,small,0.5883126451662151
edge,25,8.0,big,0.5883126451662151
edge,30,50.0,big,0.5883126451662151
edge,37,169.0,big,0.5883126451662151
edge,38,32.0,big,0.5883126451662151
edge,47,130.0,big,0.5883126451662151
edge,52,7.0,big,0.5883126451662151
edge,54,170.0,big,0.5883126451662151
edge,65,68.0,big,0.5883126451662151
edge,67,120.0,big,0.5883126451662151
edge,79,16.0,big,0.5883126451662151
edge,87,69.0,small,0.5883126451662151
edge,96,145.0,big,0.5883126451662151
edge,113,121.0,big,0.5883126451662151
edge,136,43.0,big,0.5883126451662151
edge,141,41.0,big,0.5883126451662151
start,2,,small,0.5883126451662151
start,3,,big,0.5883126451662151
start,4,,big,0.5883126451662151
start,5,,big,0.5883126451662151
start,11,,big,0.5883126451662151
start,12,,small,0.5883126451662151
start,18,,big,0.5883126451662151
start,19,,small,0.5883126451662151
start,20,,small,0.5883126451662151
start,21,,big,0.5883126451662151
start,22,,big,0.5883126451662151
start,23,,big,0.5883126451662151
start,24,,big,0.5883126451662151
start,25,,big,0.5883126451662151
start,26,,big,0.5883126451662151
start,27,,big,0.5883126451662151
start,28,,big,0.5883126451662151
start,29,,small,0.5883126451662151
start,34,,small,0.5883126451662151
start,36,,big,0.5883126451662151
start,37,,big,0.5883126451662151
start,38,,big,0.5883126451662151
start,40,,big,0.5883126451662151
start,47,,big,0.5883126451662151
start,51,,small,0.5883126451662151
start,52,,big,0.5883126451662151
start,53,,small,0.5883126451662151
start,54,,big,0.5883126451662151
start,57,,small,0.5883126451662151
start,58,,small,0.5883126451662151
start,59,,big,0.5883126451662151
start,60,,big,0.5883126451662151
start,61,,big,0.5883126451662151
start,62,,big,0.5883126451662151
start,64,,small,0.5883126451662151
start,65,,big,0.5883126451662151
start,67,,big,0.5883126451662151
start,70,,small,0.5883126451662151
start,72,,big,0.5883126451662151
start,73,,big,0.5883126451662151
start,75,,big,0.5883126451662151
start,76,,small,0.5883126451662151
start,77,,big,0.5883126451662151
start,78,,big,0.5883126451662151
start,79,,big,0.5883126451662151
start,80,,small,0.5883126451662151
start,81,,small,0.5883126451662151
start,83,,small,0.5883126451662151
start,84,,small,0.5883126451662151
start,85,,small,0.5883126451662151
