vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
ev_1250,1,1,647,18:47,795.1,21:15,476.67185,1
ev_1250,2,2,630,18:30,804.6,21:25,495.67368,1
ev_1250,3,3,300,13:00,646.0,18:46,551.849174,0
ev_1250,4,4,103,09:43,353.6,13:54,497.879508,0
ev_1250,5,5,462,15:42,668.3,19:08,472.578802,0
ev_1250,6,6,462,15:42,668.3,19:08,472.578177,0
ev_1250,7,7,462,15:42,668.3,19:08,472.577601,0
ev_1250,8,8,382,14:22,705.4,19:45,539.37169,0
ev_1250,9,9,127,10:07,358.0,13:58,489.152301,0
ev_1250,10,10,466,15:46,664.7,19:05,468.025075,0
ev_1250,11,11,466,15:46,664.7,19:05,468.018465,0
ev_1250,12,12,667,19:07,864.9,22:25,516.621638,1
ev_1250,13,13,289,12:49,507.2,16:27,513.543556,0
ev_1250,14,14,289,12:49,507.2,16:27,513.540153,0
ev_1250,15,15,326,13:26,536.3,16:56,503.836457,0
ev_3000,1,16,0,08:00,364.8,14:05,555.331338,0
ev_3000,2,17,385,14:25,801.6,21:22,568.320512,1
ev_3000,3,18,68,09:08,467.5,15:48,596.373879,0
ev_3000,4,19,424,15:04,794.4,21:14,539.796338,1
ev_3000,5,20,298,12:58,691.1,19:31,571.169395,0
ev_3000,6,21,314,13:14,728.5,20:08,593.079743,0
ev_3000,7,22,371,14:11,728.6,20:09,558.377112,0
ev_3000,8,23,382,14:22,874.1,22:34,602.020654,1
ev_3000,9,24,52,08:52,434.8,15:15,587.965398,0
ev_3000,10,25,289,12:49,839.0,21:59,654.245023,1
fuel_1500,1,26,682,19:22,792.4,21:12,596.866758,1
fuel_1500,2,27,115,09:55,465.1,15:45,860.030669,0
fuel_1500,3,28,460,15:40,668.7,19:09,665.449351,0
fuel_1500,4,29,60,09:00,184.6,11:05,607.700737,0
fuel_1500,5,30,473,15:53,718.0,19:58,725.516505,0
fuel_1500,6,31,445,15:25,680.0,19:20,722.19988,0
fuel_1500,7,32,146,10:26,334.8,13:35,636.058159,0
fuel_1500,8,33,475,15:55,659.7,19:00,617.970222,0
fuel_1500,9,34,475,15:55,659.7,19:00,619.309447,0
fuel_1500,10,35,475,15:55,659.7,19:00,617.983973,0
fuel_1500,11,36,475,15:55,659.7,19:00,618.380269,0
fuel_1500,12,37,486,16:06,795.1,21:15,752.035718,1
fuel_1500,13,38,398,14:38,573.3,17:33,643.692768,0
fuel_1500,14,39,398,14:38,573.3,17:33,643.731092,0
fuel_1500,15,40,300,13:00,356.3,13:56,494.003394,0
fuel_1500,16,41,300,13:00,356.3,13:56,493.975915,0
fuel_1500,17,42,300,13:00,356.3,13:56,493.902877,0
fuel_1500,18,43,482,16:02,667.0,19:07,625.419278,0
fuel_1500,19,44,482,16:02,667.0,19:07,619.112195,0
fuel_1500,20,45,482,16:02,667.0,19:07,625.343348,0
fuel_1500,21,46,362,14:02,710.4,19:50,955.607302,0
fuel_1500,22,47,627,18:27,694.4,19:34,516.652947,0
fuel_1500,23,48,366,14:06,469.1,15:49,566.286834,0
fuel_1500,24,49,366,14:06,469.1,15:49,569.175864,0
fuel_1500,25,50,366,14:06,469.1,15:49,566.279467,0
fuel_1500,26,51,366,14:06,469.1,15:49,566.249755,0
fuel_1500,27,52,366,14:06,469.1,15:49,570.261031,0
fuel_1500,28,53,115,09:55,194.5,11:14,505.241894,0
fuel_1500,29,54,205,11:25,426.8,15:07,727.191064,0
fuel_1500,30,55,466,15:46,664.7,19:05,651.756301,0
fuel_1500,31,56,467,15:47,665.1,19:05,645.317848,0
fuel_1500,32,57,467,15:47,665.1,19:05,645.972921,0
fuel_1500,33,58,652,18:52,801.4,21:21,687.48747,1
fuel_1500,34,59,652,18:52,801.4,21:21,687.566489,1
fuel_1500,35,60,652,18:52,801.4,21:21,687.580572,1
