feature_type,left_unit_id,right_unit_id,vehicle_family,tau
edge,19,27.0,big,0.8263843562953375
edge,46,49.0,small,0.8263843562953375
edge,48,115.0,big,0.8263843562953375
edge,75,48.0,big,0.8263843562953375
start,174,,small,0.8263843562953375
edge,39,15.0,big,0.665690786427578
edge,167,30.0,big,0.6325563350644269
edge,17,3.0,big,0.6274628270237808
edge,64,17.0,big,0.6274628270237808
edge,142,19.0,big,0.5618064301322407
start,64,,big,0.5231507163323086
edge,9,50.0,big,0.5113666589855463
edge,118,9.0,big,0.5113666589855463
start,36,,big,0.5113666589855463
edge,30,165.0,big,0.5082489159181965
edge,33,13.0,small,0.5082489159181965
edge,36,72.0,big,0.5082489159181965
edge,41,57.0,big,0.5082489159181965
start,33,,small,0.5082489159181965
start,41,,big,0.5082489159181965
start,79,,small,0.5082489159181965
edge,5,46.0,small,0.4824024316026891
edge,15,173.0,big,0.4824024316026891
edge,38,32.0,big,0.4824024316026891
edge,77,16.0,big,0.4824024316026891
edge,93,142.0,big,0.4824024316026891
edge,109,119.0,big,0.4824024316026891
start,77,,big,0.4824024316026891
start,80,,small,0.4824024316026891
start,109,,big,0.4824024316026891
edge,76,117.0,big,0.4792846885353393
edge,115,44.0,big,0.4792846885353393
start,12,,big,0.4635028947159648
edge,12,116.0,big,0.4603851516486149
edge,116,65.0,big,0.4603851516486149
edge,4,14.0,big,0.44990688831483383
edge,6,111.0,big,0.44990688831483383
edge,25,8.0,big,0.44990688831483383
edge,37,166.0,big,0.44990688831483383
edge,40,162.0,big,0.44990688831483383
edge,47,127.0,big,0.44990688831483383
edge,63,66.0,big,0.44990688831483383
edge,73,124.0,big,0.44990688831483383
edge,85,67.0,small,0.44990688831483383
edge,94,140.0,big,0.44990688831483383
edge,108,42.0,small,0.44990688831483383
edge,110,118.0,big,0.44990688831483383
edge,111,0.0,big,0.44990688831483383
edge,133,43.0,big,0.44990688831483383
edge,138,7.0,big,0.44990688831483383
start,2,,small,0.44990688831483383
start,4,,big,0.44990688831483383
start,5,,small,0.44990688831483383
start,6,,big,0.44990688831483383
start,10,,small,0.44990688831483383
start,11,,big,0.44990688831483383
start,18,,big,0.44990688831483383
start,20,,small,0.44990688831483383
start,21,,big,0.44990688831483383
start,22,,big,0.44990688831483383
start,23,,big,0.44990688831483383
start,24,,big,0.44990688831483383
start,25,,big,0.44990688831483383
start,26,,big,0.44990688831483383
start,28,,big,0.44990688831483383
start,29,,small,0.44990688831483383
start,34,,small,0.44990688831483383
start,35,,small,0.44990688831483383
start,37,,big,0.44990688831483383
start,38,,big,0.44990688831483383
start,40,,big,0.44990688831483383
start,47,,big,0.44990688831483383
start,51,,small,0.44990688831483383
start,52,,big,0.44990688831483383
start,53,,small,0.44990688831483383
start,54,,small,0.44990688831483383
start,55,,big,0.44990688831483383
start,56,,small,0.44990688831483383
start,58,,big,0.44990688831483383
start,59,,big,0.44990688831483383
start,60,,big,0.44990688831483383
start,61,,big,0.44990688831483383
start,62,,small,0.44990688831483383
start,63,,big,0.44990688831483383
start,68,,small,0.44990688831483383
start,70,,big,0.44990688831483383
start,71,,big,0.44990688831483383
start,73,,big,0.44990688831483383
start,74,,small,0.44990688831483383
start,75,,big,0.44990688831483383
start,76,,big,0.44990688831483383
start,78,,small,0.44990688831483383
start,81,,small,0.44990688831483383
start,82,,small,0.44990688831483383
start,83,,small,0.44990688831483383
start,84,,small,0.44990688831483383
start,85,,small,0.44990688831483383
start,86,,small,0.44990688831483383
start,87,,small,0.44990688831483383
start,88,,small,0.44990688831483383
start,89,,small,0.44990688831483383
start,90,,big,0.44990688831483383
start,91,,small,0.44990688831483383
start,93,,big,0.44990688831483383
start,94,,big,0.44990688831483383
start,95,,big,0.44990688831483383
start,96,,big,0.44990688831483383
start,97,,big,0.44990688831483383
start,98,,small,0.44990688831483383
start,99,,small,0.44990688831483383
start,100,,small,0.44990688831483383
start,101,,big,0.44990688831483383
start,103,,big,0.44990688831483383
start,106,,small,0.44990688831483383
start,107,,small,0.44990688831483383
start,108,,small,0.44990688831483383
start,110,,big,0.44990688831483383
start,112,,big,0.44990688831483383
start,113,,big,0.44990688831483383
start,114,,small,0.44990688831483383
start,120,,big,0.44990688831483383
start,121,,small,0.44990688831483383
start,122,,big,0.44990688831483383
start,123,,big,0.44990688831483383
start,125,,big,0.44990688831483383
start,126,,small,0.44990688831483383
start,128,,small,0.44990688831483383
start,129,,small,0.44990688831483383
start,130,,small,0.44990688831483383
start,131,,small,0.44990688831483383
start,132,,small,0.44990688831483383
start,133,,big,0.44990688831483383
start,134,,big,0.44990688831483383
start,135,,big,0.44990688831483383
