feature_type,left_unit_id,right_unit_id,vehicle_family,tau
edge,3,50.0,big,1.028590858080922
edge,9,67.0,small,1.028590858080922
edge,50,30.0,big,1.028590858080922
edge,85,17.0,small,1.028590858080922
start,3,,big,1.028590858080922
edge,9,13.0,big,1.0114237131439667
edge,12,115.0,big,1.0114237131439667
edge,30,9.0,big,1.0114237131439667
edge,72,33.0,big,1.0114237131439667
edge,75,117.0,big,1.0114237131439667
edge,115,65.0,big,1.0114237131439667
edge,116,105.0,big,1.0114237131439667
edge,165,50.0,small,1.0114237131439667
edge,167,116.0,big,1.0114237131439667
start,12,,big,1.0114237131439667
start,72,,big,1.0114237131439667
start,80,,small,1.0114237131439667
start,109,,small,1.0114237131439667
edge,75,119.0,big,0.9028597427979441
edge,76,115.0,big,0.9028597427979441
edge,1,49.0,big,0.8856925978609889
edge,16,64.0,big,0.8856925978609889
edge,39,16.0,big,0.8856925978609889
edge,49,69.0,big,0.8856925978609889
edge,64,44.0,big,0.8856925978609889
edge,173,36.0,big,0.8856925978609889
edge,174,48.0,small,0.8856925978609889
start,30,,big,0.8856925978609889
start,173,,big,0.8856925978609889
start,174,,small,0.8856925978609889
edge,30,13.0,big,0.8742688847170222
edge,33,27.0,big,0.8742688847170222
start,33,,big,0.8742688847170222
edge,4,14.0,big,0.5473994312873571
edge,15,46.0,big,0.5473994312873571
edge,18,92.0,big,0.5473994312873571
edge,25,8.0,big,0.5473994312873571
edge,37,166.0,big,0.5473994312873571
edge,40,162.0,big,0.5473994312873571
edge,41,79.0,small,0.5473994312873571
edge,46,142.0,big,0.5473994312873571
edge,47,127.0,big,0.5473994312873571
edge,61,102.0,big,0.5473994312873571
edge,63,66.0,big,0.5473994312873571
edge,69,31.0,big,0.5473994312873571
edge,73,124.0,big,0.5473994312873571
edge,93,15.0,big,0.5473994312873571
edge,94,140.0,big,0.5473994312873571
edge,133,43.0,big,0.5473994312873571
edge,138,7.0,big,0.5473994312873571
edge,170,45.0,big,0.5473994312873571
start,1,,big,0.5473994312873571
start,2,,small,0.5473994312873571
start,4,,big,0.5473994312873571
start,5,,small,0.5473994312873571
start,10,,small,0.5473994312873571
start,11,,big,0.5473994312873571
start,18,,big,0.5473994312873571
start,20,,small,0.5473994312873571
start,21,,big,0.5473994312873571
start,22,,big,0.5473994312873571
start,23,,big,0.5473994312873571
start,24,,big,0.5473994312873571
start,25,,big,0.5473994312873571
start,26,,big,0.5473994312873571
start,28,,big,0.5473994312873571
start,29,,small,0.5473994312873571
start,34,,small,0.5473994312873571
start,35,,small,0.5473994312873571
start,37,,big,0.5473994312873571
start,38,,big,0.5473994312873571
start,39,,big,0.5473994312873571
start,40,,big,0.5473994312873571
start,41,,small,0.5473994312873571
start,47,,big,0.5473994312873571
start,51,,small,0.5473994312873571
start,52,,big,0.5473994312873571
start,53,,small,0.5473994312873571
start,54,,small,0.5473994312873571
start,55,,big,0.5473994312873571
start,56,,small,0.5473994312873571
start,57,,big,0.5473994312873571
start,58,,big,0.5473994312873571
start,59,,big,0.5473994312873571
start,60,,big,0.5473994312873571
start,61,,big,0.5473994312873571
start,62,,small,0.5473994312873571
start,63,,big,0.5473994312873571
start,68,,small,0.5473994312873571
start,70,,big,0.5473994312873571
start,71,,big,0.5473994312873571
start,73,,big,0.5473994312873571
start,74,,small,0.5473994312873571
start,75,,big,0.5473994312873571
start,76,,big,0.5473994312873571
start,78,,small,0.5473994312873571
start,81,,small,0.5473994312873571
start,82,,small,0.5473994312873571
start,83,,small,0.5473994312873571
start,84,,small,0.5473994312873571
start,85,,small,0.5473994312873571
start,86,,small,0.5473994312873571
start,87,,small,0.5473994312873571
start,88,,small,0.5473994312873571
start,89,,small,0.5473994312873571
start,90,,big,0.5473994312873571
start,91,,small,0.5473994312873571
start,93,,big,0.5473994312873571
start,94,,big,0.5473994312873571
start,95,,big,0.5473994312873571
start,96,,big,0.5473994312873571
start,97,,big,0.5473994312873571
start,98,,small,0.5473994312873571
start,99,,small,0.5473994312873571
start,100,,small,0.5473994312873571
start,101,,big,0.5473994312873571
start,103,,big,0.5473994312873571
start,104,,small,0.5473994312873571
start,106,,small,0.5473994312873571
start,107,,small,0.5473994312873571
start,108,,small,0.5473994312873571
start,112,,big,0.5473994312873571
start,113,,big,0.5473994312873571
start,114,,small,0.5473994312873571
start,120,,big,0.5473994312873571
start,121,,small,0.5473994312873571
start,122,,big,0.5473994312873571
start,123,,big,0.5473994312873571
start,125,,big,0.5473994312873571
start,126,,small,0.5473994312873571
start,129,,small,0.5473994312873571
start,130,,small,0.5473994312873571
start,131,,small,0.5473994312873571
start,132,,small,0.5473994312873571
start,133,,big,0.5473994312873571
start,134,,big,0.5473994312873571
start,135,,big,0.5473994312873571
start,136,,small,0.5473994312873571
start,137,,big,0.5473994312873571
start,138,,big,0.5473994312873571
start,139,,big,0.5473994312873571
start,141,,small,0.5473994312873571
start,143,,small,0.5473994312873571
start,144,,big,0.5473994312873571
start,145,,big,0.5473994312873571
start,146,,big,0.5473994312873571
start,147,,big,0.5473994312873571
start,148,,big,0.5473994312873571
start,149,,big,0.5473994312873571
start,150,,big,0.5473994312873571
start,151,,big,0.5473994312873571
start,152,,big,0.5473994312873571
start,153,,small,0.5473994312873571
start,154,,small,0.5473994312873571
start,155,,small,0.5473994312873571
start,156,,small,0.5473994312873571
start,157,,small,0.5473994312873571
start,158,,small,0.5473994312873571
start,159,,big,0.5473994312873571
start,160,,small,0.5473994312873571
start,161,,small,0.5473994312873571
start,163,,big,0.5473994312873571
start,164,,small,0.5473994312873571
start,165,,small,0.5473994312873571
start,167,,big,0.5473994312873571
start,168,,small,0.5473994312873571
start,169,,small,0.5473994312873571
start,170,,big,0.5473994312873571
start,171,,small,0.5473994312873571
start,172,,small,0.5473994312873571
edge,6,111.0,big,0.5423455975196665
edge,108,42.0,small,0.5423455975196665
edge,110,118.0,big,0.5423455975196665
edge,111,0.0,big,0.5423455975196665
start,6,,big,0.5423455975196665
start,110,,big,0.5423455975196665
start,128,,small,0.5423455975196665
edge,12,116.0,small,0.5359757181433906
edge,65,117.0,big,0.5359757181433906
edge,80,109.0,big,0.5359757181433906
edge,165,9.0,small,0.5359757181433906
edge,167,72.0,big,0.5359757181433906
start,12,,small,0.5359757181433906
start,65,,big,0.5359757181433906
start,80,,big,0.5359757181433906
start,105,,small,0.5359757181433906
start,27,,big,0.5231305465703351
edge,50,3.0,small,0.5188085732064353
edge,85,67.0,small,0.5188085732064353
edge,113,17.0,big,0.5188085732064353
edge,19,32.0,big,0.5137547394387446
edge,38,77.0,big,0.5137547394387446
start,19,,big,0.5137547394387446
edge,1,69.0,big,0.5117068334263684
edge,13,64.0,big,0.5117068334263684
edge,27,33.0,big,0.5117068334263684
edge,39,173.0,big,0.5117068334263684
edge,48,174.0,small,0.5117068334263684
edge,49,48.0,small,0.5117068334263684
start,13,,big,0.5117068334263684
