route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,candidate_family,pool_pass,roles,selected_in_pass1,selected_in_pass2,selected_in_pass3,selected_in_final
ev_1250|0,ev_1250,0,1,451.165441,828.636086,1,377.470645,1,0,0,0,0,0,0,0.0,377.470645,support,base,singleton,0,0,0,0
"ev_1250|0,13",ev_1250,"0,13",2,542.482855,1456.338296,2,913.855441,0,0,0,0,0,0,0,56.0,921.675057,flex_small,base,flex_small,0,0,0,0
"ev_1250|0,17",ev_1250,"0,17",2,474.485574,1310.101325,2,835.615751,0,0,0,0,0,0,0,0.0,833.777308,flex_small,base,flex_small,0,0,0,0
"ev_1250|0,61",ev_1250,"0,61",2,481.565959,1621.603304,2,1140.037345,0,0,0,0,0,0,0,0.0,1138.735814,flex_small,base,flex_small,0,0,0,0
ev_1250|1,ev_1250,1,1,495.206953,929.343459,1,434.136506,1,0,0,0,0,0,0,0.0,434.136506,support,base,singleton,0,0,0,0
"ev_1250|1,3",ev_1250,"1,3",2,565.464065,1995.931553,2,1430.467487,0,0,0,0,0,0,0,0.0,1429.360304,flex_small,base,flex_small,0,0,0,0
"ev_1250|1,48",ev_1250,"1,48",2,535.662934,1482.157938,2,946.495004,0,0,0,0,0,0,0,48.0,956.335583,flex_small,base,flex_small,0,0,0,0
"ev_1250|1,61",ev_1250,"1,61",2,574.705707,1722.310677,2,1147.604969,0,0,0,0,0,0,0,0.0,1147.040391,flex_small,base,flex_small,0,0,0,0
"ev_1250|1,69",ev_1250,"1,69",2,520.775256,929.343459,1,408.568203,0,0,0,0,0,0,0,0.0,407.167439,flex_small,base,flex_small,0,0,0,0
ev_1250|3,ev_1250,3,1,462.990488,1066.588094,1,603.597605,1,0,0,0,0,0,0,0.0,603.597605,support,base,singleton,0,0,0,0
"ev_1250|3,50",ev_1250,"3,50",2,529.446325,1066.588094,1,537.141769,0,0,0,0,0,0,0,58.0,548.157981,flex_small,base,flex_small,0,0,0,0
"ev_1250|3,165",ev_1250,"3,165",2,505.664682,1620.142426,2,1114.477745,0,0,0,0,0,0,0,58.0,1126.576031,flex_small,base,flex_small,0,0,0,0
ev_1250|7,ev_1250,7,1,459.501922,631.237628,1,171.735707,1,0,0,0,0,0,0,0.0,171.735707,support,base,singleton,0,0,0,0
ev_1250|8,ev_1250,8,1,459.963921,684.398566,1,224.434645,1,0,0,0,0,0,0,0.0,224.434645,support,base,singleton,0,0,0,0
"ev_1250|8,14",ev_1250,"8,14",2,458.542494,1295.972936,2,837.430442,0,0,0,0,0,0,0,0.0,835.476898,flex_small,base,flex_small,0,0,0,0
"ev_1250|8,19",ev_1250,"8,19",2,504.674978,1478.935163,2,974.260185,0,0,0,0,0,0,0,76.0,990.177641,flex_small,base,flex_small,0,0,0,0
"ev_1250|8,39",ev_1250,"8,39",2,469.980159,1481.082513,2,1011.102354,0,0,0,0,0,0,0,35.0,1017.687162,flex_small,base,flex_small,0,0,0,0
"ev_1250|8,41",ev_1250,"8,41",2,463.835033,1497.363075,2,1033.528041,0,0,0,0,0,0,0,37.0,1039.473558,flex_small,base,flex_small,0,0,0,0
"ev_1250|8,49",ev_1250,"8,49",2,520.746679,1237.213045,2,716.466366,0,0,0,0,0,0,0,0.0,714.978708,flex_small,base,flex_small,0,0,0,0
"ev_1250|8,69",ev_1250,"8,69",2,589.957996,1613.742024,2,1023.784028,0,0,0,0,0,0,0,0.0,1023.106796,flex_small,base,flex_small,0,0,0,0
ev_1250|9,ev_1250,9,1,566.926667,1058.851387,1,491.92472,1,0,0,0,0,0,0,0.0,491.92472,support,base,singleton,0,0,0,0
"ev_1250|9,67",ev_1250,"9,67",2,586.992773,1612.40572,2,1025.412947,0,0,0,0,0,0,0,61.0,1035.70971,flex_small,base,"cluster_flex_small,flex_small",0,0,0,0
ev_1250|12,ev_1250,12,1,505.773685,1058.851387,1,553.077702,1,0,0,0,0,0,0,0.0,553.077702,support,base,singleton,0,0,0,0
"ev_1250|12,9",ev_1250,"12,9",2,563.297932,1058.851387,1,495.553455,0,0,0,0,0,0,0,0.0,492.882424,flex_small,base,flex_small,0,0,0,0
"ev_1250|12,44",ev_1250,"12,44",2,496.877807,2125.439481,2,1628.561674,0,0,0,0,0,0,0,32.0,1636.003351,flex_small,base,flex_small,0,0,0,0
ev_1250|13,ev_1250,13,1,475.316226,627.70221,1,152.385984,1,0,0,0,0,0,0,0.0,152.385984,support,base,singleton,0,0,0,0
ev_1250|14,ev_1250,14,1,423.236033,611.57437,1,188.338337,1,0,0,0,0,0,0,0.0,188.338337,support,base,singleton,0,0,0,0
"ev_1250|14,7",ev_1250,"14,7",2,460.092791,1242.811999,2,782.719208,0,0,0,0,0,0,0,52.0,793.719501,flex_small,base,flex_small,0,0,0,0
ev_1250|15,ev_1250,15,1,527.532439,865.055903,1,337.523464,1,0,0,0,0,0,0,0.0,337.523464,support,base,singleton,0,0,0,0
"ev_1250|15,44",ev_1250,"15,44",2,550.059673,1931.643997,2,1381.584324,0,0,0,0,0,0,0,0.0,1380.571693,flex_small,base,flex_small,0,0,0,0
"ev_1250|15,46",ev_1250,"15,46",2,532.395272,865.055903,1,332.660632,0,0,0,0,0,0,0,66.0,347.988551,flex_small,base,flex_small,0,0,0,0
ev_1250|16,ev_1250,16,1,482.566413,762.620389,1,280.053976,1,0,0,0,0,0,0,0.0,280.053976,support,base,singleton,0,0,0,0
"ev_1250|16,40",ev_1250,"16,40",2,526.822401,1358.994267,2,832.171867,0,0,0,0,0,0,0,53.0,842.855963,flex_small,base,flex_small,0,0,0,0
"ev_1250|16,93",ev_1250,"16,93",2,556.584275,1627.676292,2,1071.092017,0,0,0,0,0,0,0,59.0,1082.799274,flex_small,base,flex_small,0,0,0,0
ev_1250|17,ev_1250,17,1,468.513858,481.465239,1,12.951381,1,0,0,0,0,0,0,0.0,12.951381,support,base,singleton,0,0,0,0
ev_1250|19,ev_1250,19,1,487.537605,794.536597,1,306.998992,1,0,0,0,0,0,0,0.0,306.998992,support,base,singleton,0,0,0,0
"ev_1250|19,38",ev_1250,"19,38",2,524.273569,1512.853134,2,988.579565,0,0,0,0,0,0,0,52.0,997.644814,flex_small,base,flex_small,0,0,0,0
"ev_1250|19,39",ev_1250,"19,39",2,486.06046,1591.220544,2,1105.160085,0,0,0,0,0,0,0,37.0,1112.501231,flex_small,base,flex_small,0,0,0,0
"ev_1250|19,41",ev_1250,"19,41",2,513.894014,1607.501106,2,1093.607092,0,0,0,0,0,0,0,39.0,1098.667584,flex_small,base,"cluster_flex_small,flex_small",0,0,0,0
ev_1250|33,ev_1250,33,1,472.477881,769.026308,1,296.548427,1,0,0,0,0,0,0,0.0,296.548427,support,base,singleton,0,0,0,0
ev_1250|36,ev_1250,36,1,413.610515,794.536597,1,380.926083,1,0,0,0,0,0,0,0.0,380.926083,support,base,singleton,0,0,0,0
"ev_1250|36,43",ev_1250,"36,43",2,592.744047,1668.199985,2,1075.455938,0,0,0,0,0,0,0,53.0,1078.533928,flex_small,base,flex_small,0,0,0,0
"ev_1250|36,49",ev_1250,"36,49",2,510.764593,1347.351077,2,836.586484,0,0,0,0,0,0,0,55.0,843.711913,flex_small,base,flex_small,0,0,0,0
ev_1250|38,ev_1250,38,1,449.615786,718.316537,1,268.700751,1,0,0,0,0,0,0,0.0,268.700751,support,base,singleton,0,0,0,0
"ev_1250|38,7",ev_1250,"38,7",2,474.675262,1349.554165,2,874.878903,0,0,0,0,0,0,0,0.0,872.69909,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,8",ev_1250,"38,8",2,463.994221,1402.715102,2,938.720881,0,0,0,0,0,0,0,50.0,950.236905,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,8,39",ev_1250,"38,8,39",3,473.607169,2199.39905,3,1725.791881,0,0,0,0,0,0,0,47.0,1735.174039,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,39",ev_1250,"38,39",2,479.026932,1515.000484,2,1035.973552,0,0,0,0,0,0,0,56.0,1046.019196,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,39,49",ev_1250,"38,39,49",3,533.089444,2067.814963,3,1534.725519,0,0,0,0,0,0,0,18.666667,1536.618951,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,41",ev_1250,"38,41",2,464.386057,1531.281046,2,1066.894989,0,0,0,0,0,0,0,58.0,1077.458615,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,41,39",ev_1250,"38,41,39",3,610.536018,2327.964993,3,1717.428975,0,0,0,0,0,0,0,62.333333,1728.949647,flex_small,base,flex_small,0,0,0,0
"ev_1250|38,41,49",ev_1250,"38,41,49",3,527.92863,2084.095525,3,1556.166895,0,0,0,0,0,0,0,19.333333,1558.204236,flex_small,base,flex_small,0,0,0,0
