vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
ev_1250,1,1,78.0,09:18,317.7143748463569,13:18,486.06046,0
ev_1250,2,2,194.0,11:14,650.9322301158409,18:51,552.814479,0
ev_1250,3,3,146.0,10:26,334.8096920433454,13:35,463.448371,0
ev_1250,4,4,146.0,10:26,334.8096920433454,13:35,463.678754,0
ev_1250,5,5,300.0,13:00,474.6420105958823,15:55,497.118338,0
ev_1250,6,6,300.0,13:00,474.6420105958823,15:55,497.093953,0
ev_1250,7,7,300.0,13:00,474.6420105958823,15:55,497.105083,0
ev_1250,8,8,630.0,18:30,804.615348815918,21:25,495.67368,1
ev_1250,9,9,300.0,13:00,645.9850791404024,18:46,551.849174,0
ev_1250,10,10,103.0,09:43,353.6185399275273,13:54,497.879508,0
ev_1250,11,11,382.0,14:22,705.3550293128937,19:45,539.37169,0
ev_1250,12,12,667.0,19:07,864.8683841836388,22:25,516.621638,1
ev_1250,13,13,515.0,16:35,911.6819178650978,23:12,667.790325,1
ev_1250,14,14,289.0,12:49,507.2263198767323,16:27,513.543556,0
ev_1250,15,15,289.0,12:49,507.2263198767323,16:27,513.540153,0
ev_3000,1,16,107.0,09:47,306.73650413961184,13:07,456.825216,0
ev_3000,2,17,115.0,09:55,400.2955592477229,14:40,522.160895,0
ev_3000,3,18,146.0,10:26,526.7482299804688,16:47,540.708065,0
ev_3000,4,19,127.0,10:07,425.3442258919095,15:05,513.149632,0
ev_3000,5,20,300.0,13:00,493.6888465881348,16:14,494.899106,0
ev_3000,6,21,154.0,10:34,323.4256496105809,13:23,451.784587,0
ev_3000,7,22,154.0,10:34,323.4256496105809,13:23,451.330781,0
ev_3000,8,23,154.0,10:34,323.4256496105809,13:23,451.783846,0
ev_3000,9,24,154.0,10:34,323.4256496105809,13:23,451.784712,0
ev_3000,10,25,371.0,14:11,728.5809378541378,20:09,557.999727,0
fuel_1500,1,26,530.0,16:50,794.9063110351562,21:15,690.919458,1
fuel_1500,2,27,682.0,19:22,792.4068814637722,21:12,596.866758,1
fuel_1500,3,28,460.0,15:40,668.6558982040733,19:09,665.449351,0
fuel_1500,4,29,396.0,14:36,728.6577075118577,20:09,910.803981,0
fuel_1500,5,30,103.0,09:43,361.9684010592755,14:02,783.50325,0
fuel_1500,6,31,445.0,15:25,733.6174664319718,20:14,826.880355,0
fuel_1500,7,32,654.0,18:54,821.418241981708,21:41,740.277505,1
fuel_1500,8,33,62.0,09:02,317.0123341605067,13:17,752.475118,0
fuel_1500,9,34,475.0,15:55,659.7219630221371,19:00,617.970222,0
fuel_1500,10,35,475.0,15:55,659.7219630221371,19:00,619.309447,0
fuel_1500,11,36,475.0,15:55,659.7219630221371,19:00,617.983973,0
fuel_1500,12,37,475.0,15:55,659.7219630221371,19:00,618.380269,0
fuel_1500,13,38,486.0,16:06,795.1033325195312,21:15,752.035718,1
fuel_1500,14,39,462.0,15:42,668.2724740158301,19:08,661.018224,0
fuel_1500,15,40,462.0,15:42,668.2724740158301,19:08,661.016072,0
fuel_1500,16,41,462.0,15:42,668.2724740158301,19:08,661.014087,0
fuel_1500,17,42,398.0,14:38,573.2754846878815,17:33,643.724194,0
fuel_1500,18,43,398.0,14:38,573.2754846878815,17:33,643.695257,0
fuel_1500,19,44,398.0,14:38,573.2754846878815,17:33,638.560354,0
fuel_1500,20,45,398.0,14:38,573.2754846878815,17:33,643.604144,0
fuel_1500,21,46,300.0,13:00,356.2993621826172,13:56,494.003394,0
fuel_1500,22,47,300.0,13:00,356.2993621826172,13:56,493.975915,0
fuel_1500,23,48,300.0,13:00,356.2993621826172,13:56,493.902877,0
fuel_1500,24,49,482.0,16:02,666.980662221089,19:07,625.343348,0
fuel_1500,25,50,362.0,14:02,710.4028212434071,19:50,946.655855,0
fuel_1500,26,51,627.0,18:27,694.4165420532227,19:34,516.652947,0
fuel_1500,27,52,396.0,14:36,728.4556121826172,20:08,950.343276,0
fuel_1500,28,53,444.0,15:24,699.4538283804432,19:39,781.20864,0
fuel_1500,29,54,300.0,13:00,536.5036353409523,16:57,855.606462,0
fuel_1500,30,55,366.0,14:06,469.1134155722684,15:49,566.286834,0
fuel_1500,31,56,366.0,14:06,469.1134155722684,15:49,569.175864,0
fuel_1500,32,57,366.0,14:06,469.1134155722684,15:49,566.279467,0
fuel_1500,33,58,366.0,14:06,469.1134155722684,15:49,566.249755,0
fuel_1500,34,59,366.0,14:06,469.1134155722684,15:49,570.261031,0
fuel_1500,35,60,115.0,09:55,194.47432327270508,11:14,505.241894,0
fuel_1500,36,61,127.0,10:07,415.591866991017,14:56,805.286845,0
fuel_1500,37,62,205.0,11:25,426.8310605217703,15:07,727.191064,0
fuel_1500,38,63,466.0,15:46,664.6570754705463,19:05,651.756301,0
fuel_1500,39,64,467.0,15:47,665.1224583487492,19:05,644.866329,0
fuel_1500,40,65,467.0,15:47,665.1224583487492,19:05,645.317848,0
fuel_1500,41,66,467.0,15:47,665.1224583487492,19:05,644.843545,0
fuel_1500,42,67,467.0,15:47,665.1224583487492,19:05,645.972921,0
fuel_1500,43,68,652.0,18:52,801.4226294007094,21:21,687.48747,1
fuel_1500,44,69,652.0,18:52,801.4226294007094,21:21,687.566489,1
fuel_1500,45,70,652.0,18:52,801.4226294007094,21:21,687.580572,1
fuel_1500,46,71,292.0,12:52,484.74308680649847,16:05,770.006216,0
fuel_1500,47,72,292.0,12:52,484.74308680649847,16:05,772.327482,0
fuel_1500,48,73,292.0,12:52,484.74308680649847,16:05,772.456522,0
