generation,particle_id,source_mode,operator_name,destroy_ratio,construction_temperature,candidate_total_cost,candidate_route_count,candidate_single_stop_route_count,candidate_label,candidate_is_balanced_best,archive_injected_route_count,accepted_current,accepted_pbest,accepted_gbest
0,0,construct,construct,0.12,1.0,90249.862924,133.0,94.0,pass2,0,20,1,1,1
0,1,construct,construct,0.14,1.0,90724.292395,134.0,94.0,pass2,0,31,1,1,0
0,2,construct,construct,0.16,1.0,90580.494231,134.0,95.0,pass2,0,31,1,1,0
0,3,construct,construct,0.18,1.0,90629.383494,134.0,96.0,pass2,0,31,1,1,0
0,4,construct,construct,0.2,1.0,90582.237051,133.0,94.0,pass2,0,31,1,1,0
0,5,construct,construct,0.22,1.0,90747.143112,134.0,98.0,pass2,0,31,1,1,0
0,6,construct,construct,0.24,1.0,90756.243496,134.0,94.0,pass2,0,31,1,1,0
0,7,construct,construct,0.26,1.0,90591.669391,134.0,95.0,pass2,0,31,1,1,0
1,0,global_best_cost,typed_route_merge_remove,0.111568,0.963784,90249.862924,133.0,94.0,pass1,0,31,0,0,0
1,1,personal_best,typed_route_merge_remove,0.103965,0.854147,90716.318921,134.0,94.0,pass2,0,31,1,1,0
1,2,current,random_remove,0.153069,0.970132,90285.334708,133.0,94.0,pass2,1,31,1,1,0
1,3,current,cluster_remove,0.161291,0.921408,90629.383494,134.0,96.0,candidate,0,31,0,0,0
1,4,personal_best,cluster_remove,0.189502,0.955112,90582.237051,133.0,94.0,pass1,0,31,0,0,0
1,5,current,typed_route_merge_remove,0.235191,1.068717,,,,,0,0,0,0,0
1,6,current,cluster_remove,0.25,1.063198,90756.243496,134.0,94.0,candidate,0,31,0,0,0
1,7,global_best_cost,worst_cost_remove,0.207935,0.796297,90249.862924,133.0,94.0,candidate,0,31,1,1,0
2,0,personal_best,late_route_remove,0.25,2.0,90226.518511,133.0,93.0,pass2,0,31,1,1,1
2,1,global_best_cost,cluster_remove,0.09526,0.822228,90521.587736,134.0,95.0,pass1,1,23,1,1,0
2,2,personal_best,random_remove,0.15049,0.959246,90285.348432,133.0,94.0,pass2,0,23,0,0,0
2,3,current,random_remove,0.236507,1.28046,,,,,0,0,0,0,0
2,4,current,worst_cost_remove,0.192072,0.965908,90582.237051,133.0,94.0,candidate,0,23,0,0,0
2,5,global_best_balanced,typed_route_merge_remove,0.231617,1.05214,90521.587736,134.0,95.0,pass1,1,23,1,1,0
2,6,personal_best,worst_cost_remove,0.25,1.071877,90756.243496,134.0,94.0,candidate,0,23,0,0,0
2,7,personal_best,random_remove,0.206766,0.792233,,,,,0,0,0,0,0
3,0,global_best_cost,worst_cost_remove,0.243097,1.940499,90226.518511,133.0,93.0,candidate,0,23,0,0,0
3,1,current,typed_route_merge_remove,0.102209,0.847609,90521.587736,134.0,95.0,pass1,1,23,0,0,0
3,2,current,mandatory_split_cluster_remove,0.149799,0.956353,90285.348432,133.0,94.0,pass1,0,23,0,0,0
3,3,current,random_remove,0.23016,1.245393,,,,,0,0,0,0,0
3,4,current,typed_route_merge_remove,0.189767,0.956218,90582.237051,133.0,94.0,pass1,0,23,0,0,0
3,5,current,random_remove,0.239269,1.087959,90521.587736,134.0,95.0,pass1,1,23,0,0,0
3,6,personal_best,late_route_remove,0.249558,1.069807,90480.442761,134.0,96.0,pass1,0,23,1,1,0
3,7,global_best_cost,mandatory_split_cluster_remove,0.204913,0.785839,,,,,0,0,0,0,0
4,0,global_best_balanced,cluster_remove,0.243502,1.94394,90521.587736,134.0,95.0,candidate,1,23,0,0,0
4,1,global_best_balanced,typed_route_merge_remove,0.099942,0.839246,,,,,0,0,0,0,0
4,2,global_best_cost,random_remove,0.144541,0.934603,,,,,0,0,0,0,0
4,3,current,cluster_remove,0.241439,1.308386,90640.555628,134.0,97.0,pass1,0,23,0,0,0
4,4,current,typed_route_merge_remove,0.195923,0.98232,90582.237051,133.0,94.0,pass1,0,23,0,0,0
4,5,current,typed_route_merge_remove,0.25,1.204949,90521.587736,134.0,95.0,pass1,1,23,0,0,0
4,6,personal_best,late_route_remove,0.245269,1.049918,90649.530469,134.0,96.0,pass1,0,23,0,0,0
4,7,global_best_balanced,worst_cost_remove,0.165218,0.660557,90521.587736,134.0,95.0,candidate,1,23,0,0,0
5,0,current,typed_route_merge_remove,0.246246,1.967419,90226.518511,133.0,93.0,pass1,0,23,0,0,0
5,1,current,typed_route_merge_remove,0.136953,0.986759,90521.587736,134.0,95.0,pass1,1,23,0,0,0
5,2,global_best_balanced,random_remove,0.144845,0.935848,90674.775312,134.0,95.0,pass1,0,23,0,0,0
5,3,personal_best,random_remove,0.186446,1.028601,90690.398621,134.0,96.0,pass1,0,23,0,0,0
5,4,global_best_balanced,random_remove,0.191932,0.965316,90463.274308,133.0,94.0,pass1,0,23,1,1,0
5,5,personal_best,typed_route_merge_remove,0.245609,1.182021,90521.587736,134.0,95.0,pass1,1,23,0,0,0
5,6,current,late_route_remove,0.245492,1.050942,90631.277554,134.0,95.0,pass1,0,23,0,0,0
5,7,global_best_cost,mandatory_split_cluster_remove,0.160716,0.647674,,,,,0,0,0,0,0
6,0,current,cluster_remove,0.239026,1.906249,90226.518511,133.0,93.0,pass1,0,23,0,0,0
6,1,global_best_cost,typed_route_merge_remove,0.132123,0.966125,90226.518511,133.0,93.0,pass1,0,23,1,1,0
6,2,personal_best,random_remove,0.157229,0.987951,,,,,0,0,0,0,0
6,3,global_best_balanced,random_remove,0.182864,1.01261,,,,,0,0,0,0,0
6,4,global_best_cost,typed_route_merge_remove,0.188133,0.949406,90226.518511,133.0,93.0,pass1,0,23,1,1,0
6,5,global_best_balanced,late_route_remove,0.25,2.0,90312.914797,133.0,93.0,pass1,0,23,1,1,0
6,6,current,late_route_remove,0.217311,0.92904,90540.049518,134.0,96.0,pass1,0,23,0,0,0
6,7,global_best_balanced,random_remove,0.166013,0.66286,90415.918798,133.0,93.0,pass1,0,23,0,0,0
