vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
ev_1250,1,1,636,18:36,982.4,24:22,674.319603,1
ev_1250,2,2,170,10:50,666.2,19:06,555.656388,0
ev_1250,3,3,641,18:41,798.9,21:19,476.54315,1
ev_1250,4,4,630,18:30,814.2,21:34,495.498972,1
ev_1250,5,5,302,13:02,666.5,19:06,551.495106,0
ev_1250,6,6,96,09:36,361.3,14:01,497.753677,0
ev_1250,7,7,453,15:33,673.7,19:14,472.571097,0
ev_1250,8,8,453,15:33,673.7,19:14,472.570471,0
ev_1250,9,9,453,15:33,673.7,19:14,472.569894,0
ev_1250,10,10,99,09:39,366.2,14:06,501.816471,0
ev_1250,11,11,316,13:16,660.8,19:01,539.101678,0
ev_1250,12,12,458,15:38,669.9,19:10,468.021259,0
ev_1250,13,13,630,18:30,838.1,21:58,516.400357,1
ev_1250,14,14,239,11:59,520.8,16:41,513.595868,0
ev_1250,15,15,239,11:59,520.8,16:41,513.592463,0
ev_3000,1,16,456,15:36,859.6,22:20,642.490052,1
ev_3000,2,17,0,08:00,387.9,14:28,568.132605,0
ev_3000,3,18,372,14:12,807.6,21:28,567.967144,1
ev_3000,4,19,39,08:39,492.7,16:13,597.537824,0
ev_3000,5,20,446,15:26,832.0,21:52,537.311796,1
ev_3000,6,21,412,14:52,799.8,21:20,545.544271,1
ev_3000,7,22,303,13:03,746.6,20:27,590.453713,0
ev_3000,8,23,303,13:03,746.6,20:27,591.764257,0
ev_3000,9,24,358,13:58,746.6,20:27,556.570385,0
ev_3000,10,25,0,08:00,491.4,16:11,609.499239,0
fuel_1500,1,26,678,19:18,795.2,21:15,597.175935,1
fuel_1500,2,27,108,09:48,356.7,13:57,725.484667,0
fuel_1500,3,28,452,15:32,674.8,19:15,666.859396,0
fuel_1500,4,29,386,14:26,747.0,20:27,912.709222,0
fuel_1500,5,30,74,09:14,378.9,14:19,792.654917,0
fuel_1500,6,31,60,09:00,344.6,13:45,783.857763,0
fuel_1500,7,32,60,09:00,196.2,11:16,608.590245,0
fuel_1500,8,33,435,15:15,687.3,19:27,723.965685,0
fuel_1500,9,34,108,09:48,361.6,14:02,744.15659,0
fuel_1500,10,35,138,10:18,339.5,13:40,637.19556,0
fuel_1500,11,36,261,12:21,487.3,16:07,755.399833,0
fuel_1500,12,37,261,12:21,487.3,16:07,755.422486,0
fuel_1500,13,38,261,12:21,487.3,16:07,755.421524,0
fuel_1500,14,39,60,09:00,330.1,13:30,752.850457,0
fuel_1500,15,40,468,15:48,664.5,19:04,619.079352,0
fuel_1500,16,41,468,15:48,664.5,19:04,620.435098,0
fuel_1500,17,42,468,15:48,664.5,19:04,619.093273,0
fuel_1500,18,43,468,15:48,664.5,19:04,619.494457,0
fuel_1500,19,44,477,15:57,800.2,21:20,753.354543,1
fuel_1500,20,45,393,14:33,602.7,18:03,646.618639,0
fuel_1500,21,46,393,14:33,602.7,18:03,646.657106,0
fuel_1500,22,47,300,13:00,360.3,14:00,493.853751,0
fuel_1500,23,48,300,13:00,360.3,14:00,493.826316,0
fuel_1500,24,49,300,13:00,360.3,14:00,493.753394,0
fuel_1500,25,50,475,15:55,672.1,19:12,619.999451,0
fuel_1500,26,51,475,15:55,672.1,19:12,626.293936,0
fuel_1500,27,52,317,13:17,698.5,19:38,955.622464,0
fuel_1500,28,53,613,18:13,696.9,19:37,517.645303,0
fuel_1500,29,54,431,15:11,707.1,19:47,782.997327,0
fuel_1500,30,55,323,13:23,647.0,18:47,861.246772,0
fuel_1500,31,56,362,14:02,474.2,15:54,566.946132,0
fuel_1500,32,57,362,14:02,474.2,15:54,569.830562,0
fuel_1500,33,58,362,14:02,474.2,15:54,566.938777,0
fuel_1500,34,59,362,14:02,474.2,15:54,566.909112,0
fuel_1500,35,60,362,14:02,474.2,15:54,570.914002,0
fuel_1500,36,61,113,09:53,198.3,11:18,506.152308,0
fuel_1500,37,62,194,11:14,437.3,15:17,727.660673,0
fuel_1500,38,63,458,15:38,669.9,19:10,653.108903,0
fuel_1500,39,64,459,15:39,670.5,19:10,646.594053,0
fuel_1500,40,65,459,15:39,670.5,19:10,646.114016,0
fuel_1500,41,66,459,15:39,670.5,19:10,647.257046,0
fuel_1500,42,67,646,18:46,804.9,21:25,687.853909,1
fuel_1500,43,68,646,18:46,804.9,21:25,687.932802,1
fuel_1500,44,69,646,18:46,804.9,21:25,687.946863,1
fuel_1500,45,70,247,12:07,497.1,16:17,774.624258,0
fuel_1500,46,71,247,12:07,497.1,16:17,776.982506,0
fuel_1500,47,72,247,12:07,497.1,16:17,777.113602,0
fuel_3000,1,73,350,13:50,832.2,21:52,927.389288,1
fuel_3000,2,74,100,09:40,308.3,13:08,612.23777,0
fuel_3000,3,75,373,14:13,732.2,20:12,838.119438,0
fuel_3000,4,76,477,15:57,658.6,18:59,592.453992,0
fuel_3000,5,77,452,15:32,692.5,19:32,711.037569,0
fuel_3000,6,78,209,11:29,448.8,15:29,719.39821,0
fuel_3000,7,79,636,18:36,695.9,19:36,491.73498,0
fuel_3000,8,80,307,13:07,497.8,16:18,734.569365,0
fuel_3000,9,81,62,09:02,314.2,13:14,684.395761,0
fuel_3000,10,82,659,18:59,812.6,21:33,686.008968,1
fuel_3000,11,83,396,14:36,687.0,19:27,770.031488,0
fuel_3000,12,84,670,19:10,802.1,21:22,631.37067,1
fuel_3000,13,85,79,09:19,351.0,13:51,718.363883,0
fuel_3000,14,86,159,10:39,525.5,16:46,797.18872,0
fuel_3000,15,87,454,15:34,671.5,19:12,618.598976,0
fuel_3000,16,88,273,12:33,616.6,18:17,804.103247,0
fuel_3000,17,89,138,10:18,339.5,13:40,636.884902,0
fuel_3000,18,90,261,12:21,487.3,16:07,754.727584,0
fuel_3000,19,91,148,10:28,327.5,13:28,591.503948,0
fuel_3000,20,92,148,10:28,327.5,13:28,593.464652,0
fuel_3000,21,93,148,10:28,327.5,13:28,593.496903,0
fuel_3000,22,94,148,10:28,327.5,13:28,593.504857,0
fuel_3000,23,95,641,18:41,859.7,22:20,793.53838,1
fuel_3000,24,96,641,18:41,868.9,22:29,823.686926,1
fuel_3000,25,97,441,15:21,681.1,19:21,705.592643,0
fuel_3000,26,98,441,15:21,681.1,19:21,705.592643,0
fuel_3000,27,99,405,14:45,707.0,19:47,798.553254,0
fuel_3000,28,100,60,09:00,345.8,13:46,762.874286,0
fuel_3000,29,101,96,09:36,660.6,19:01,897.660109,0
fuel_3000,30,102,393,14:33,602.7,18:03,643.996132,0
fuel_3000,31,103,106,09:46,484.2,16:04,869.003693,0
fuel_3000,32,104,88,09:28,385.6,14:26,789.621559,0
fuel_3000,33,105,473,15:53,661.0,19:01,609.243329,0
fuel_3000,34,106,473,15:53,661.0,19:01,609.273819,0
fuel_3000,35,107,473,15:53,661.0,19:01,604.664829,0
fuel_3000,36,108,641,18:41,838.8,21:59,797.671374,1
fuel_3000,37,109,641,18:41,838.8,21:59,797.673152,1
fuel_3000,38,110,613,18:13,696.9,19:37,517.608505,0
fuel_3000,39,111,613,18:13,789.9,21:10,622.794314,1
