route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,coupled_candidate_score,archive_support_count,pheromone_support_score,candidate_family,pool_pass,roles,selected_in_pass1,selected_in_pass2,selected_in_pass3,selected_in_final,selected_in_cost_best,selected_in_balanced_best
ev_1250|0,ev_1250,0,1,451.165441,719.590977,1,268.425536,1,0,0,0,0,0,0,0.0,256.425536,261.970714,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|0,13",ev_1250,"0,13",2,542.482855,1805.06849,2,1262.585635,0,0,0,0,0,0,0,56.0,1246.405251,1251.950429,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|0,17",ev_1250,"0,17",2,474.485574,1340.696592,2,866.211018,0,0,0,0,0,0,0,0.0,840.372575,845.917753,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|0,63",ev_1250,"0,63",2,481.565959,1525.579695,2,1044.013736,0,0,0,0,0,0,0,0.0,1018.712205,1024.257383,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|1,ev_1250,1,1,495.206953,540.708065,1,45.501112,1,0,0,0,0,0,0,0.0,45.501112,51.046289,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|1,48",ev_1250,"1,48",2,535.662934,1093.522544,2,557.85961,0,0,0,0,0,0,0,48.0,555.700189,561.245366,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|1,63",ev_1250,"1,63",2,574.705707,1346.696783,2,771.991076,0,0,0,0,0,0,0,0.0,759.426497,764.971675,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|1,71",ev_1250,"1,71",2,520.775256,1348.236883,2,827.461627,0,0,0,0,0,0,0,0.0,814.060864,819.606041,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|107,ev_1250,107,1,462.52701,625.419278,1,162.892268,1,0,0,0,0,0,0,0.0,150.892268,155.144915,0,0.70162,support,base,singleton,0,0,0,0,0,0
ev_1250|108,ev_1250,108,1,460.719986,874.851359,1,414.131372,1,0,0,0,0,0,0,0.0,402.131372,407.67655,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|109,ev_1250,109,1,462.505256,625.343348,1,162.838092,1,0,0,0,0,0,0,0.0,150.838092,155.310961,0,0.749113,support,base,singleton,0,0,0,0,0,0
ev_1250|110,ev_1250,110,1,539.37169,539.37169,1,0.0,1,0,0,0,0,0,0,0.0,-12.0,72.472869,4,0.749113,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|12,ev_1250,12,1,505.773685,910.803981,1,405.030296,1,0,0,0,0,0,0,0.0,393.030296,397.503165,0,0.749113,support,base,singleton,0,0,0,0,0,0
"ev_1250|12,44",ev_1250,"12,44",2,496.877807,1869.327758,2,1372.449951,0,0,0,0,0,0,0,32.0,1355.891629,1361.436806,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|12,9",ev_1250,"12,9",2,563.297932,1785.65534,2,1403.34472,0,0,0,0,0,0,0,0.0,1376.673689,1382.218866,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|13,ev_1250,13,1,475.316226,1085.477513,1,610.161287,1,0,0,0,0,0,0,0.0,598.161287,602.025274,0,0.620927,support,base,singleton,0,0,0,0,0,0
ev_1250|131,ev_1250,131,1,446.944029,566.286834,1,119.342805,1,0,0,0,0,0,0,0.0,107.342805,111.815674,0,0.749113,support,base,singleton,0,0,0,0,0,0
ev_1250|133,ev_1250,133,1,446.94184,566.279467,1,119.337627,1,0,0,0,0,0,0,0.0,107.337627,111.810496,0,0.749113,support,base,singleton,0,0,0,0,0,0
ev_1250|134,ev_1250,134,1,446.933013,566.249755,1,119.316742,1,0,0,0,0,0,0,0.0,107.316742,111.78961,0,0.749113,support,base,singleton,0,0,0,0,0,0
ev_1250|14,ev_1250,14,1,423.236033,456.825216,1,33.589183,1,0,0,0,0,0,0,0.0,21.589183,27.134361,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|14,40,1",ev_1250,"14,40,1",3,572.608958,2059.681994,3,1487.073036,0,0,0,0,0,0,0,23.333333,1464.501017,1470.046194,0,1.0,flex_small,base,cluster_flex_small,0,0,0,0,0,0
"ev_1250|14,7",ev_1250,"14,7",2,460.092791,997.533281,2,537.44049,0,0,0,0,0,0,0,52.0,536.440784,541.985961,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
