vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
ev_1250,1,1,232,11:52,646.2,18:46,553.215179,0
ev_1250,2,2,690,19:30,825.5,21:46,476.833179,1
ev_1250,3,3,681,19:21,842.0,22:02,495.888426,1
ev_1250,4,4,300,13:00,623.0,18:23,552.340047,0
ev_1250,5,5,110,09:50,347.7,13:48,498.070768,0
ev_1250,6,6,469,15:49,663.6,19:04,472.6741,0
ev_1250,7,7,469,15:49,663.6,19:04,472.673477,0
ev_1250,8,8,469,15:49,663.6,19:04,472.672902,0
ev_1250,9,9,391,14:31,696.8,19:37,539.761759,0
ev_1250,10,10,136,10:16,352.5,13:52,489.340867,0
ev_1250,11,11,420,15:00,635.7,18:36,467.996852,0
ev_1250,12,12,675,19:15,865.9,22:26,516.851208,1
ev_1250,13,13,526,16:46,906.9,23:07,660.341222,1
ev_1250,14,14,305,13:05,495.7,16:16,513.996404,0
ev_1250,15,15,305,13:05,495.7,16:16,513.99298,0
ev_3000,1,16,473,15:53,835.8,21:56,616.31976,1
ev_3000,2,17,5,08:05,350.9,13:51,543.691237,0
ev_3000,3,18,395,14:35,795.7,21:16,568.907169,1
ev_3000,4,19,100,09:40,347.5,13:48,493.728599,0
ev_3000,5,20,77,09:17,437.2,15:17,590.762794,0
ev_3000,6,21,434,15:14,776.2,20:56,545.30488,0
ev_3000,7,22,324,13:24,715.9,19:56,593.031241,0
ev_3000,8,23,324,13:24,715.9,19:56,594.356794,0
ev_3000,9,24,391,14:31,732.9,20:13,557.369061,0
ev_3000,10,25,61,09:01,408.2,14:48,588.647569,0
fuel_1500,1,26,709,19:49,815.7,21:36,596.951371,1
fuel_1500,2,27,122,10:02,344.5,13:44,724.068402,0
fuel_1500,3,28,467,15:47,664.0,19:04,664.861079,0
fuel_1500,4,29,419,14:59,722.3,20:02,910.321255,0
fuel_1500,5,30,110,09:50,355.3,13:55,783.556184,0
fuel_1500,6,31,60,09:00,173.5,10:54,607.705792,0
fuel_1500,7,32,454,15:34,674.6,19:15,721.502433,0
fuel_1500,8,33,122,10:02,348.8,13:49,742.769793,0
fuel_1500,9,34,340,13:40,377.9,14:18,448.107903,0
fuel_1500,10,35,107,09:47,354.8,13:55,790.607631,0
fuel_1500,11,36,152,10:32,330.6,13:31,635.613156,0
fuel_1500,12,37,300,13:00,455.5,15:36,752.483321,0
fuel_1500,13,38,300,13:00,455.5,15:36,752.505817,0
