vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
ev_1250,1,1,199,11:19,644.3,18:44,553.023171,0
ev_1250,2,2,687,19:27,825.1,21:45,476.754878,1
ev_1250,3,3,679,19:19,843.1,22:03,495.773992,1
ev_1250,4,4,300,13:00,637.8,18:38,552.080571,0
ev_1250,5,5,107,09:47,350.6,13:51,497.963338,0
ev_1250,6,6,466,15:46,666.0,19:06,472.618797,0
ev_1250,7,7,466,15:46,666.0,19:06,472.618173,0
ev_1250,8,8,466,15:46,666.0,19:06,472.617598,0
ev_1250,9,9,386,14:26,700.1,19:40,539.55094,0
ev_1250,10,10,132,10:12,355.3,13:55,489.232863,0
ev_1250,11,11,420,15:00,639.8,18:40,468.033139,0
ev_1250,12,12,671,19:11,865.1,22:25,516.727424,1
ev_1250,13,13,521,16:41,909.3,23:09,664.052417,1
ev_1250,14,14,301,13:01,500.1,16:20,513.709281,0
ev_1250,15,15,301,13:01,500.1,16:20,513.70587,0
ev_3000,1,16,469,15:49,841.3,22:01,621.529468,1
ev_3000,2,17,0,08:00,355.6,13:56,548.533992,0
ev_3000,3,18,390,14:30,798.7,21:19,568.694071,1
ev_3000,4,19,97,09:37,350.4,13:50,493.575438,0
ev_3000,5,20,72,09:12,451.3,15:31,593.458909,0
ev_3000,6,21,428,15:08,782.7,21:03,545.164118,1
ev_3000,7,22,319,13:19,720.7,20:01,592.433717,0
ev_3000,8,23,319,13:19,720.7,20:01,593.754267,0
ev_3000,9,24,386,14:26,740.4,20:20,557.090293,0
ev_3000,10,25,60,09:00,418.5,14:58,588.257046,0
fuel_1500,1,26,684,19:24,791.3,21:11,596.977613,1
fuel_1500,2,27,118,09:58,346.8,13:47,724.234086,0
fuel_1500,3,28,464,15:44,666.3,19:06,665.038009,0
fuel_1500,4,29,415,14:55,729.6,20:10,910.445781,0
fuel_1500,5,30,107,09:47,358.7,13:59,783.453645,0
fuel_1500,6,31,60,09:00,179.0,10:59,607.56837,0
