feature_type,left_unit_id,right_unit_id,vehicle_family,tau
edge,40,142.0,big,1.0404304966582374
edge,72,13.0,big,1.0404304966582374
edge,93,40.0,big,1.0404304966582374
edge,167,15.0,big,1.0404304966582374
edge,142,46.0,big,0.82630249006961
edge,42,118.0,big,0.7430060790148105
edge,80,108.0,big,0.7430060790148105
edge,110,42.0,big,0.7430060790148105
edge,13,72.0,big,0.5706921192219221
edge,173,167.0,big,0.5706921192219221
edge,64,105.0,big,0.5192729172959423
start,64,,big,0.5192729172959423
edge,3,165.0,small,0.4877261697734322
edge,9,166.0,big,0.4877261697734322
edge,15,173.0,big,0.4877261697734322
edge,18,75.0,big,0.4877261697734322
edge,19,39.0,small,0.4877261697734322
edge,36,44.0,big,0.4877261697734322
edge,37,9.0,big,0.4877261697734322
edge,38,32.0,big,0.4877261697734322
edge,44,30.0,big,0.4877261697734322
edge,45,104.0,big,0.4877261697734322
edge,77,16.0,big,0.4877261697734322
edge,109,119.0,big,0.4877261697734322
edge,118,50.0,big,0.4877261697734322
start,3,,small,0.4877261697734322
start,19,,small,0.4877261697734322
start,36,,big,0.4877261697734322
start,45,,big,0.4877261697734322
start,77,,big,0.4877261697734322
start,92,,small,0.4877261697734322
start,109,,big,0.4877261697734322
start,170,,small,0.4877261697734322
edge,76,115.0,big,0.4850719887244387
edge,41,57.0,big,0.4699353937754186
start,41,,big,0.4699353937754186
start,79,,small,0.4699353937754186
edge,105,64.0,big,0.45805491434238965
start,105,,big,0.45805491434238965
start,162,,big,0.45805491434238965
edge,1,69.0,big,0.4552306264855769
edge,4,14.0,big,0.4552306264855769
edge,6,111.0,big,0.4552306264855769
edge,25,8.0,big,0.4552306264855769
edge,47,127.0,big,0.4552306264855769
edge,48,174.0,small,0.4552306264855769
edge,49,48.0,small,0.4552306264855769
edge,61,102.0,big,0.4552306264855769
edge,63,66.0,big,0.4552306264855769
edge,69,31.0,big,0.4552306264855769
edge,73,124.0,big,0.4552306264855769
edge,85,67.0,small,0.4552306264855769
edge,111,0.0,big,0.4552306264855769
edge,133,43.0,big,0.4552306264855769
edge,138,7.0,big,0.4552306264855769
start,1,,big,0.4552306264855769
start,2,,small,0.4552306264855769
start,4,,big,0.4552306264855769
start,5,,small,0.4552306264855769
start,6,,big,0.4552306264855769
start,10,,small,0.4552306264855769
start,11,,big,0.4552306264855769
start,18,,big,0.4552306264855769
start,20,,small,0.4552306264855769
start,21,,big,0.4552306264855769
start,22,,big,0.4552306264855769
start,23,,big,0.4552306264855769
start,24,,big,0.4552306264855769
start,25,,big,0.4552306264855769
start,26,,big,0.4552306264855769
start,27,,big,0.4552306264855769
start,28,,big,0.4552306264855769
start,29,,small,0.4552306264855769
start,35,,small,0.4552306264855769
start,37,,big,0.4552306264855769
start,38,,big,0.4552306264855769
start,47,,big,0.4552306264855769
start,49,,small,0.4552306264855769
start,51,,small,0.4552306264855769
start,52,,big,0.4552306264855769
start,53,,small,0.4552306264855769
start,54,,small,0.4552306264855769
start,55,,big,0.4552306264855769
start,56,,small,0.4552306264855769
start,58,,big,0.4552306264855769
start,59,,big,0.4552306264855769
start,60,,big,0.4552306264855769
start,61,,big,0.4552306264855769
start,62,,small,0.4552306264855769
start,63,,big,0.4552306264855769
start,68,,small,0.4552306264855769
start,70,,big,0.4552306264855769
start,71,,big,0.4552306264855769
start,73,,big,0.4552306264855769
start,74,,small,0.4552306264855769
start,76,,big,0.4552306264855769
start,78,,small,0.4552306264855769
start,81,,small,0.4552306264855769
start,82,,small,0.4552306264855769
start,84,,small,0.4552306264855769
start,85,,small,0.4552306264855769
start,86,,small,0.4552306264855769
start,87,,small,0.4552306264855769
start,88,,small,0.4552306264855769
start,89,,small,0.4552306264855769
start,90,,big,0.4552306264855769
start,91,,small,0.4552306264855769
start,93,,big,0.4552306264855769
start,94,,big,0.4552306264855769
start,95,,big,0.4552306264855769
start,96,,big,0.4552306264855769
start,97,,big,0.4552306264855769
start,98,,small,0.4552306264855769
start,99,,small,0.4552306264855769
start,100,,small,0.4552306264855769
start,101,,big,0.4552306264855769
start,103,,big,0.4552306264855769
start,106,,small,0.4552306264855769
start,107,,small,0.4552306264855769
start,110,,big,0.4552306264855769
start,112,,big,0.4552306264855769
start,113,,big,0.4552306264855769
start,114,,small,0.4552306264855769
start,120,,big,0.4552306264855769
start,121,,small,0.4552306264855769
start,122,,big,0.4552306264855769
start,123,,big,0.4552306264855769
start,125,,big,0.4552306264855769
start,126,,small,0.4552306264855769
start,128,,small,0.4552306264855769
start,129,,small,0.4552306264855769
start,130,,small,0.4552306264855769
start,131,,small,0.4552306264855769
start,132,,small,0.4552306264855769
start,133,,big,0.4552306264855769
start,134,,big,0.4552306264855769
start,135,,big,0.4552306264855769
start,136,,small,0.4552306264855769
start,137,,big,0.4552306264855769
start,138,,big,0.4552306264855769
start,139,,big,0.4552306264855769
start,143,,small,0.4552306264855769
start,144,,big,0.4552306264855769
start,145,,big,0.4552306264855769
start,146,,big,0.4552306264855769
start,147,,big,0.4552306264855769
start,148,,big,0.4552306264855769
start,149,,big,0.4552306264855769
start,150,,big,0.4552306264855769
start,151,,big,0.4552306264855769
start,152,,big,0.4552306264855769
start,153,,small,0.4552306264855769
start,154,,small,0.4552306264855769
start,155,,small,0.4552306264855769
start,156,,small,0.4552306264855769
start,157,,small,0.4552306264855769
start,158,,small,0.4552306264855769
start,159,,big,0.4552306264855769
start,160,,small,0.4552306264855769
start,161,,small,0.4552306264855769
start,163,,big,0.4552306264855769
